apple_slice,manual_label,bitterpit,holes,rot,calix,stem,bruises,core,browning,normal,background,unannotated
32107_574,False,1,0,57,0,0,156,10613,32384,429383,472190,0
32107_575,False,306,0,26,0,0,162,9708,30990,431062,472530,0
32107_576,False,39,0,6,0,0,132,9390,30661,431770,472786,0
32107_577,False,66,0,37,0,0,103,8999,29937,432599,473043,0
32107_578,False,0,0,0,0,0,120,8490,30820,431526,473828,0
32107_579,False,0,0,0,0,0,158,7909,33372,429781,473564,0
32107_580,False,36,0,21,0,0,294,7455,27769,435993,473216,0
32107_581,False,244,0,0,0,0,180,7234,27547,436053,473526,0
32107_582,False,176,0,0,0,0,316,6895,25744,437737,473916,0
32107_583,False,866,0,0,0,0,326,6484,19487,443248,474373,0
32107_584,False,991,0,0,0,0,332,6023,21761,441360,474317,0
32107_585,False,945,0,0,0,0,280,5459,18836,445148,474116,0
32107_586,False,782,0,0,0,0,379,5090,22330,442311,473892,0
32107_587,False,427,0,5,0,0,435,4860,23169,441349,474539,0
32107_588,False,742,0,0,0,0,514,4538,23813,440583,474594,0
32107_589,False,543,0,0,0,0,548,4225,22947,441844,474677,0
32107_590,False,426,0,0,0,0,389,3808,17450,447864,474847,0
32107_591,False,491,0,0,0,0,366,3537,15519,450426,474445,0
32107_592,False,305,0,0,0,0,311,3258,18548,447318,475044,0
32107_593,False,203,0,0,0,0,401,3116,20850,445275,474939,0
32107_594,False,75,0,0,0,0,519,3154,23225,443110,474701,0
32107_595,False,92,0,0,0,0,505,2866,14042,452099,475180,0
32107_596,False,9,0,13,0,0,217,2565,11408,455663,474909,0
32107_597,False,3,0,7,0,0,217,2272,9742,456523,476020,0
32107_598,False,0,0,66,0,0,269,2213,7540,458434,476262,0
32107_599,False,18,0,0,0,0,155,1793,2350,464669,475799,0
32107_600,False,8,0,0,0,0,160,1662,2134,464067,476753,0
32107_601,False,0,0,0,0,0,158,1351,2396,464164,476715,0
32107_602,False,14,0,0,0,0,128,1112,4001,462495,477034,0
32107_603,False,87,0,0,0,0,142,1144,6480,459627,477304,0
32107_604,False,0,0,0,0,0,130,971,4308,461962,477413,0
32107_605,False,26,0,0,0,0,54,845,545,465135,478179,0
32107_606,False,12,0,0,0,0,70,760,534,465189,478219,0
32107_607,False,0,0,3,0,0,53,685,1816,463573,478654,0
32107_608,False,91,0,0,0,0,104,661,1054,464386,478488,0
32107_609,False,134,0,0,0,0,58,576,1865,464013,478138,0
32107_610,False,0,0,0,0,0,57,538,293,465261,478635,0
32107_611,False,0,0,0,0,0,6,490,35,465217,479036,0
32107_612,False,0,0,0,0,0,22,457,0,464615,479690,0
32107_613,False,0,0,0,0,0,34,395,2,465181,479172,0
32107_614,False,0,0,0,0,0,41,356,9,465277,479101,0
32107_615,False,49,0,0,0,0,80,250,220,464235,479950,0
32107_616,False,0,0,0,0,0,60,164,18,464253,480289,0
32107_617,False,3,0,0,0,0,50,54,102,464350,480225,0
32107_618,False,33,0,0,0,0,91,0,3017,461057,480586,0
32107_619,False,46,0,0,0,0,103,0,1705,462168,480762,0
32107_620,False,462,0,0,0,0,61,0,67,463200,480994,0
32107_621,False,275,0,0,0,0,42,0,58,462979,481430,0
32107_622,False,141,0,0,0,0,24,21,17,462745,481836,0
32107_623,False,197,0,0,0,0,0,2,93,462341,482151,0
32107_624,False,102,0,5,0,0,0,0,2602,459342,482733,0
32107_625,False,32,0,0,0,0,74,0,3240,458856,482582,0
32107_626,False,9,0,0,0,0,284,0,4413,457152,482926,0
32107_627,False,82,0,0,0,0,51,0,38,461631,482982,0
32107_628,False,56,0,0,0,0,176,0,21,461974,482557,0
32107_629,False,79,0,0,0,0,37,18,51,461210,483389,0
32107_630,False,80,0,0,0,0,0,103,106,460601,483894,0
32107_631,False,56,0,0,0,0,0,256,110,459881,484481,0
32107_632,False,0,0,0,0,0,0,156,229,459539,484860,0
32107_633,False,0,0,0,0,0,28,310,145,459373,484928,0
32107_634,False,0,0,0,0,0,0,150,175,459046,485413,0
32107_635,False,0,0,0,0,0,0,0,45,459291,485448,0
32107_636,False,0,0,0,0,0,0,10,64,458990,485720,0
32107_637,False,43,0,0,0,0,0,0,333,458459,485949,0
32107_638,False,42,0,0,0,0,0,0,42,458352,486348,0
32107_639,False,0,0,0,0,0,0,57,2108,455686,486933,0
32107_640,False,0,0,0,0,0,0,237,1354,456319,486874,0
32107_641,False,0,0,0,0,0,0,162,35,457558,487029,0
32107_642,False,0,0,0,0,0,0,0,359,457013,487412,0
32107_643,False,4,0,0,0,0,28,8,1459,455150,488135,0
32107_644,False,119,0,0,0,0,66,0,188,456140,488271,0
32107_645,False,1,0,0,0,0,220,1,67,455898,488597,0
32107_646,False,0,0,0,0,0,0,23,80,455717,488964,0
32107_647,False,0,0,0,0,0,0,0,2877,452655,489252,0
32107_648,False,0,0,0,0,0,13,0,184,454624,489963,0
32107_649,False,0,0,0,0,0,57,0,159,454560,490008,0
32107_650,False,18,0,0,0,0,68,0,723,453502,490473,0
32107_651,False,0,0,0,0,0,30,0,35,453583,491136,0
32107_652,False,0,0,0,0,0,0,0,31,453361,491392,0
32107_653,False,0,0,0,0,0,50,0,102,452817,491815,0
32107_654,False,94,0,0,0,0,110,0,202,452238,492140,0
32107_655,False,110,0,0,0,0,64,0,303,451909,492398,0
32107_656,False,94,0,0,0,0,177,0,568,451661,492284,0
32107_657,False,323,0,0,0,0,0,0,579,450928,492954,0
32107_658,False,226,0,0,0,0,0,0,3787,447556,493215,0
32107_659,False,335,0,0,0,0,0,0,2795,447731,493923,0
32107_660,False,324,0,0,0,0,0,0,794,449206,494460,0
32107_661,False,312,0,0,0,0,0,0,318,449005,495149,0
32107_662,False,376,0,0,0,0,66,0,782,448640,494920,0
32107_663,False,325,0,0,0,0,276,0,690,448267,495226,0
32107_664,False,0,0,0,0,0,260,0,427,448185,495912,0
32107_665,False,0,0,0,0,0,103,0,3171,445130,496380,0
32107_666,False,0,0,0,0,0,34,0,1078,446743,496929,0
32107_667,False,9,0,0,0,0,0,0,65,447616,497094,0
32107_668,False,0,0,0,0,0,0,0,250,446719,497815,0
32107_669,False,0,0,0,0,0,0,0,1524,444946,498314,0
32107_670,False,0,0,0,0,0,0,0,1640,444640,498504,0
32107_671,False,31,0,0,0,0,0,0,167,445922,498664,0
32107_672,False,0,0,0,0,0,0,0,16,446013,498755,0
32107_673,False,0,0,0,0,0,0,0,26,444694,500064,0
32107_674,False,0,0,0,0,0,0,0,305,444626,499853,0
32107_675,False,7,0,0,0,0,0,0,106,443575,501096,0
32107_676,False,16,0,0,0,0,0,0,127,443517,501124,0
32107_677,False,57,0,0,0,0,0,0,29,442689,502009,0
32107_678,False,60,0,0,0,0,0,0,69,442330,502325,0
32107_679,False,76,0,0,0,0,0,0,64,441874,502770,0
32107_680,False,88,0,0,0,0,0,0,163,441807,502726,0
32107_681,False,111,0,0,0,0,0,0,176,441480,503017,0
32107_682,False,110,0,0,0,0,0,0,207,440892,503575,0
32107_683,False,128,0,0,0,0,0,0,191,440397,504068,0
32107_684,False,32,0,0,0,0,0,0,224,439950,504578,0
32107_685,False,109,0,0,0,0,0,0,49,439531,505095,0
32107_686,False,197,0,0,0,0,81,0,90,438823,505593,0
32107_687,False,152,0,0,0,0,96,0,36,438373,506127,0
32107_688,False,0,0,0,0,0,55,0,23,438495,506211,0
32107_689,False,0,0,0,0,0,25,0,46,438688,506025,0
32107_690,False,0,0,0,0,0,0,0,148,437591,507045,0
32107_691,False,39,0,0,0,0,0,0,119,436522,508104,0
32107_692,False,20,0,0,0,0,0,0,127,436473,508164,0
32107_693,False,0,0,0,0,0,0,0,143,435841,508800,0
32107_694,False,61,0,0,0,0,0,0,200,435394,509129,0
32107_695,False,102,0,0,0,0,0,0,19,435110,509553,0
32107_696,False,0,0,0,0,0,61,0,84,434586,510053,0
32107_697,False,0,0,0,0,0,14,0,168,433774,510828,0
32107_698,False,51,0,0,0,0,0,0,26,433527,511180,0
32107_699,False,90,0,0,0,0,86,0,0,432451,512157,0
32107_700,False,57,0,0,0,0,0,0,73,432076,512578,0
32107_701,False,21,0,0,0,0,27,0,21,432261,512454,0
32107_702,False,17,0,0,0,0,110,0,52,431514,513091,0
32107_703,False,0,0,0,0,0,8,0,82,431264,513430,0
32107_704,False,0,0,0,0,0,37,0,25,430817,513905,0
32107_705,False,7,0,0,0,0,162,0,47,429947,514621,0
32107_706,False,6,0,0,0,0,255,79,77,429145,515222,0
32107_707,False,4,0,0,0,0,305,0,138,428189,516148,0
32107_708,False,18,0,0,0,0,473,5,138,427503,516647,0
32107_709,False,20,0,0,0,0,342,33,165,427387,516837,0
32107_710,False,83,0,0,0,0,396,82,41,426824,517358,0
32107_711,False,96,0,0,0,0,413,0,2,426429,517844,0
32107_712,False,105,0,0,0,0,297,20,123,425407,518832,0
32107_713,False,232,0,0,0,0,396,0,43,424889,519224,0
32107_714,False,162,0,0,0,0,404,0,45,424757,519416,0
32107_715,False,192,0,0,0,0,293,0,14,424329,519956,0
32107_716,False,101,0,0,0,0,279,0,42,424112,520250,0
32107_717,False,8,0,0,0,0,304,3,148,422728,521593,0
32107_718,False,34,0,0,0,0,375,0,155,422496,521724,0
32107_719,False,5,0,0,0,0,387,58,300,421817,522217,0
32107_720,False,13,0,0,0,0,420,0,187,421209,522955,0
32107_721,False,139,0,0,0,0,428,0,1840,418682,523695,0
32107_722,False,42,0,0,0,0,591,0,868,419208,524075,0
32107_723,False,1,0,0,0,0,461,0,955,418167,525200,0
32107_724,False,53,0,0,0,0,551,0,105,418858,525217,0
32107_725,False,58,0,0,0,0,515,0,324,417992,525895,0
32107_726,False,0,0,0,0,0,523,0,165,417759,526337,0
32107_727,False,1,0,0,0,0,503,0,732,416143,527405,0
32107_728,False,46,0,0,0,0,511,32,132,416057,528006,0
32107_729,False,10,0,0,0,37,455,80,205,415492,528505,0
32107_730,False,15,0,0,0,223,438,48,348,414243,529469,0
32107_731,False,0,0,0,0,10,400,514,266,414063,529531,0
32107_732,False,0,0,0,0,275,406,121,153,413710,530119,0
32107_733,False,0,0,0,0,330,383,72,186,413129,530684,0
32107_734,False,149,0,0,0,291,380,122,2,412575,531265,0
32107_735,False,266,0,0,0,322,358,53,64,411877,531844,0
32107_736,False,154,0,0,0,0,393,686,131,410915,532505,0
32107_737,False,76,0,0,0,43,391,580,235,410273,533186,0
32107_738,False,112,0,0,0,406,386,116,366,409591,533807,0
32107_739,False,104,0,0,0,185,405,404,193,408884,534609,0
32107_740,False,169,0,0,0,0,292,719,353,408148,535103,0
32107_741,False,225,0,0,0,0,241,767,657,407163,535731,0
32107_742,False,177,0,0,0,0,238,755,386,406882,536346,0
32107_743,False,72,0,0,0,190,291,438,426,406874,536493,0
32107_744,False,145,0,0,0,433,234,185,536,405176,538075,0
32107_745,False,29,0,0,0,306,195,400,750,401223,541881,0
32107_746,False,64,0,0,0,391,173,142,841,394095,549078,0
32107_747,False,47,0,0,0,449,98,35,475,377275,566405,0
32107_748,False,22,0,0,0,428,36,20,898,356548,586832,0
32107_749,False,207,0,0,0,345,38,391,453,337556,605794,0
32107_750,False,42,0,0,0,54,21,918,685,313129,629935,0
32107_751,False,10,0,0,0,353,16,502,1561,283075,659267,0
32107_752,False,16,0,0,0,316,1,600,2544,256690,684617,0
32107_753,False,20,0,0,0,428,0,251,836,230217,713032,0
32107_754,False,84,14,0,0,420,15,218,1383,207889,734761,0
32107_755,False,11,0,0,0,439,0,64,2220,182652,759398,0
32107_756,False,0,10,6,0,464,4,417,4356,157463,782064,0
32107_757,False,97,0,0,0,362,88,1271,5507,133952,803507,0
32107_758,False,0,50,6,0,0,5,2127,6872,108206,827518,0
32107_759,False,1,0,0,0,383,0,1633,4802,92365,845600,0
32107_760,False,0,19,0,0,252,2,2645,7052,74509,860305,0
32107_761,False,94,3,12,0,328,3,2777,6540,65445,869582,0
32107_762,False,66,98,29,0,0,135,7477,16833,51178,868968,0
32107_763,False,139,462,2,3,0,457,18745,13634,46888,864454,0
32107_764,False,171,377,42,0,0,437,26704,12320,39820,864913,0
32107_765,False,172,477,188,3,22,126,34084,7781,34639,867292,0
32107_766,False,16,407,128,0,5,8,36278,7285,27153,873504,0
32107_767,False,41,250,58,1,0,77,30449,3392,20244,890272,0
32108_067,False,0,0,0,0,0,2303,79,0,45729,896673,0
32108_068,False,0,0,0,0,10,2186,46,0,48876,893666,0
32108_069,False,0,0,0,0,0,2107,100,0,51677,890900,0
32108_070,False,8,0,0,0,0,2108,93,0,54121,888454,0
32108_071,False,0,0,0,0,0,2303,86,0,56572,885823,0
32108_072,False,34,0,0,0,0,1757,126,0,59729,883138,0
32108_073,False,541,0,0,0,0,910,66,0,62802,880465,0
32108_074,False,967,0,0,0,0,279,86,0,65637,877815,0
32108_075,False,755,0,0,0,0,595,20,0,68681,874733,0
32108_076,False,296,0,0,0,0,957,0,0,71528,872003,0
32108_077,False,0,0,0,0,0,1413,0,0,73638,869733,0
32108_078,False,0,0,0,0,0,1387,35,0,76516,866846,0
32108_079,False,0,0,0,0,0,1148,0,0,79774,863862,0
32108_080,False,465,0,0,0,0,462,0,0,82442,861415,0
32108_081,False,755,0,0,0,0,137,0,0,84564,859328,0
32108_082,False,667,0,0,0,0,103,0,0,87047,856967,0
32108_083,False,480,0,1,22,0,284,12,0,89059,854926,0
32108_084,False,334,0,0,0,0,441,0,0,91311,852698,0
32108_085,False,233,0,0,0,0,563,4,0,93439,850545,0
32108_086,False,307,0,0,2,0,405,0,0,95587,848483,0
32108_087,False,448,0,0,0,0,152,0,0,97989,846195,0
32108_088,False,464,0,0,0,0,11,0,0,99982,844327,0
32108_089,False,325,0,0,38,0,286,0,0,102118,842017,0
32108_090,False,80,0,0,64,0,624,0,0,103941,840075,0
32108_091,False,137,0,0,120,0,461,0,0,106221,837845,0
32108_092,False,123,0,0,108,0,465,0,0,108295,835793,0
32108_093,False,93,0,0,169,0,456,0,0,110500,833566,0
32108_094,False,0,0,0,420,0,597,0,0,112492,831275,0
32108_095,False,3,0,0,384,0,666,0,0,114772,828959,0
32108_096,False,0,0,0,585,0,695,0,0,117484,826020,0
32108_097,False,33,0,7,433,0,708,0,0,119344,824259,0
32108_098,False,86,0,0,589,0,988,0,0,122047,821074,0
32108_099,False,196,0,0,821,0,905,0,0,124397,818465,0
32108_100,False,234,0,0,928,0,613,0,0,127361,815648,0
32108_101,False,281,0,0,886,0,583,0,0,130069,812965,0
32108_102,False,220,0,0,908,0,546,0,0,132274,810836,0
32108_103,False,161,0,0,1203,0,489,1,0,134189,808741,0
32108_104,False,151,0,0,1034,1,514,37,0,136073,806974,0
32108_105,False,9,0,2,1225,0,570,13,0,137824,805141,0
32108_106,False,31,0,0,1346,0,563,0,0,139951,802893,0
32108_107,False,89,0,0,1438,0,558,0,0,142197,800502,0
32108_108,False,70,0,0,1434,0,602,0,0,144076,798602,0
32108_109,False,98,0,0,1603,0,634,11,0,146123,796315,0
32108_110,False,115,0,0,1741,0,595,2,0,147918,794413,0
32108_111,False,0,0,0,1643,0,602,25,0,150070,792444,0
32108_112,False,0,0,28,1505,0,680,173,0,151905,790493,0
32108_113,False,0,0,50,1552,0,627,385,0,153682,788488,0
32108_114,False,0,16,174,1609,0,596,73,0,156025,786291,0
32108_115,False,0,0,477,1639,0,600,171,0,158410,783487,0
32108_116,False,0,0,697,1442,0,678,56,0,160426,781485,0
32108_117,False,0,0,709,1471,0,439,14,0,162874,779277,0
32108_118,False,123,0,470,1477,0,614,61,0,164194,777845,0
32108_119,False,72,0,260,1571,0,592,100,0,166590,775599,0
32108_120,False,0,0,236,1509,0,506,7,0,168238,774288,0
32108_121,False,30,0,92,1567,0,432,0,0,169751,772912,0
32108_122,False,196,0,48,1306,0,473,18,0,172291,770452,0
32108_123,False,473,0,98,915,0,468,18,0,173687,769125,0
32108_124,False,455,0,71,656,0,122,15,0,176293,767172,0
32108_125,False,308,0,13,540,0,0,0,0,178675,765248,0
32108_126,False,702,0,0,405,0,0,0,0,180203,763474,0
32108_127,False,838,0,5,293,0,0,2,0,181435,762211,0
32108_128,False,740,0,34,46,0,0,0,0,183402,760562,0
32108_129,False,431,0,0,5,0,0,0,0,184783,759565,0
32108_130,False,291,0,0,0,0,2,0,0,186683,757808,0
32108_131,False,284,0,0,7,0,0,0,0,188644,755849,0
32108_132,False,116,0,2,0,0,67,0,9,189912,754678,0
32108_133,False,18,0,0,0,0,209,16,0,191201,753340,0
32108_134,False,9,0,8,0,0,179,13,0,192221,752354,0
32108_135,False,0,0,0,0,0,269,0,0,193384,751131,0
32108_136,False,127,0,2,0,0,137,7,0,195407,749104,0
32108_137,False,185,0,0,0,0,2,0,0,197425,747172,0
32108_138,False,83,0,0,0,0,0,0,0,198901,745800,0
32108_139,False,124,0,0,0,0,0,0,0,200282,744378,0
32108_140,False,112,0,0,0,0,0,21,0,201775,742876,0
32108_141,False,159,0,0,0,0,0,32,0,203241,741352,0
32108_142,False,139,0,0,0,0,0,3,0,204880,739762,0
32108_143,False,26,0,0,0,0,54,0,0,205933,738771,0
32108_144,False,0,0,0,0,0,36,0,24,207804,736920,0
32108_145,False,8,0,0,0,0,0,34,57,209209,735476,0
32108_146,False,72,0,0,0,0,0,7,0,211306,733399,0
32108_147,False,0,0,0,0,0,0,0,0,212836,731948,0
32108_148,False,126,0,0,0,0,0,0,0,214345,730313,0
32108_149,False,62,0,0,0,0,0,0,0,215770,728952,0
32108_150,False,1,0,0,0,0,0,0,0,217538,727245,0
32108_151,False,20,0,0,0,0,0,0,0,219300,725464,0
32108_152,False,13,0,0,0,0,0,0,0,220993,723778,0
32108_153,False,94,0,1,0,0,14,6,4,222539,722126,0
32108_154,False,46,0,0,0,0,65,0,0,223973,720700,0
32108_155,False,0,0,0,0,0,46,0,0,225964,718774,0
32108_156,False,26,0,0,0,0,33,0,0,227559,717166,0
32108_157,False,40,0,0,0,0,0,0,0,229235,715509,0
32108_158,False,57,0,0,0,0,0,0,0,230747,713980,0
32108_159,False,0,0,0,0,0,0,0,0,231932,712852,0
32108_160,False,0,0,0,0,0,0,0,0,233366,711418,0
32108_161,False,0,0,0,0,0,0,0,0,235170,709614,0
32108_162,False,0,0,0,0,0,0,0,0,236827,707957,0
32108_163,False,0,0,0,0,0,0,0,18,238087,706679,0
32108_164,False,0,0,0,0,0,0,0,0,239280,705504,0
32108_165,False,0,0,0,0,0,0,0,0,240900,703884,0
32108_166,False,0,0,0,0,0,0,0,15,242114,702655,0
32108_167,False,0,0,0,0,0,0,0,2,243727,701055,0
32108_168,False,0,0,0,0,0,0,0,0,245294,699490,0
32108_169,False,0,0,0,0,0,0,0,2,246485,698297,0
32108_170,False,0,0,0,0,0,0,0,7,248470,696307,0
32108_171,False,52,0,0,0,0,0,0,30,249930,694772,0
32108_172,False,0,0,0,0,0,0,0,18,251807,692959,0
32108_173,False,0,0,0,0,0,0,0,0,253714,691070,0
32108_174,False,17,0,0,0,0,0,0,22,254998,689747,0
32108_175,False,0,0,0,0,0,0,0,10,256707,688067,0
32108_176,False,0,0,0,0,0,0,0,0,257962,686822,0
32108_177,False,50,0,0,0,0,0,0,54,259558,685122,0
32108_178,False,30,0,0,0,0,0,0,0,260898,683856,0
32108_179,False,14,0,0,0,0,0,0,0,262277,682493,0
32108_180,False,24,0,0,0,0,0,0,0,263976,680784,0
32108_181,False,0,0,0,0,0,0,0,0,265411,679373,0
32108_182,False,33,0,0,0,0,0,0,0,266855,677896,0
32108_183,False,147,0,0,0,0,1,0,0,268468,676168,0
32108_184,False,191,0,0,0,0,0,0,4,269494,675095,0
32108_185,False,151,0,0,0,0,0,0,27,271078,673528,0
32108_186,False,263,0,0,0,0,0,0,115,272500,671906,0
32108_187,False,281,0,0,0,0,0,0,3,274093,670407,0
32108_188,False,101,0,0,0,0,0,0,78,276037,668568,0
32108_189,False,88,0,0,4,0,0,0,0,277353,667339,0
32108_190,False,169,0,0,14,0,0,50,10,278619,665922,0
32108_191,False,758,0,0,0,0,0,0,31,279869,664126,0
32108_192,False,293,0,30,56,0,0,203,0,281248,662954,0
32108_193,False,598,0,5,79,0,10,186,76,282561,661269,0
32108_194,False,458,0,63,89,0,89,20,5,284385,659675,0
32108_195,False,538,0,12,22,0,137,27,0,286149,657899,0
32108_196,False,346,0,102,0,0,4,47,83,287204,656998,0
32108_197,False,181,0,0,0,0,0,33,47,288791,655732,0
32108_198,False,191,0,0,0,0,0,36,32,290351,654174,0
32108_199,False,214,0,0,0,0,0,0,56,291882,652632,0
32108_200,False,240,0,0,0,0,0,0,5,292761,651778,0
32108_201,False,240,0,0,0,0,0,0,4,294321,650219,0
32108_202,False,241,0,0,0,0,0,0,0,295754,648789,0
32108_203,False,281,0,0,0,0,50,0,0,297006,647447,0
32108_204,False,55,0,0,0,0,82,0,145,298785,645717,0
32108_205,False,219,0,0,0,0,94,0,0,300074,644397,0
32108_206,False,192,0,0,0,0,94,0,37,301433,643028,0
32108_207,False,98,0,0,0,0,6,0,227,302693,641760,0
32108_208,False,40,0,0,0,0,0,0,283,304354,640107,0
32108_209,False,104,0,0,0,0,0,0,11,306016,638653,0
32108_210,False,128,0,0,0,0,0,0,75,307226,637355,0
32108_211,False,163,0,0,0,0,4,0,109,308450,636058,0
32108_212,False,162,0,0,0,0,42,0,193,309825,634562,0
32108_213,False,182,0,0,0,0,17,0,132,311223,633230,0
32108_214,False,131,0,0,0,0,0,0,189,312936,631528,0
32108_215,False,251,0,0,0,0,0,0,124,313737,630672,0
32108_216,False,245,0,0,0,0,0,0,64,315225,629250,0
32108_217,False,347,0,0,0,0,0,0,82,316478,627877,0
32108_218,False,246,0,0,0,0,0,0,56,318094,626388,0
32108_219,False,100,0,0,0,0,0,0,40,319214,625430,0
32108_220,False,101,0,0,0,0,0,0,2,321143,623538,0
32108_221,False,101,0,0,0,0,0,0,18,322352,622313,0
32108_222,False,94,0,0,0,0,11,0,11,323554,621114,0
32108_223,False,127,0,0,0,0,1,0,1,325041,619614,0
32108_224,False,210,0,0,0,0,16,0,42,326168,618348,0
32108_225,False,290,0,0,0,0,26,0,0,326790,617678,0
32108_226,False,209,0,0,0,0,0,0,18,328577,615980,0
32108_227,False,183,0,0,0,0,59,0,6,330307,614229,0
32108_228,False,25,0,0,0,0,70,0,9,331536,613144,0
32108_229,False,115,0,0,0,0,115,0,1,332261,612292,0
32108_230,False,37,0,0,0,0,189,0,72,334059,610427,0
32108_231,False,0,0,0,0,0,183,0,1,335335,609265,0
32108_232,False,0,0,0,0,0,200,0,78,336976,607530,0
32108_233,False,127,0,0,0,0,224,0,69,337787,606577,0
32108_234,False,59,0,0,0,0,219,0,20,339467,605019,0
32108_235,False,9,0,0,0,0,242,0,56,340798,603679,0
32108_236,False,0,0,0,0,0,245,0,64,341997,602478,0
32108_237,False,0,0,0,0,0,215,0,38,342991,601540,0
32108_238,False,43,0,0,0,0,221,0,0,344277,600243,0
32108_239,False,0,0,0,0,0,234,0,2,345394,599154,0
32108_240,False,0,0,0,0,0,253,0,0,346776,597755,0
32108_241,False,0,0,0,0,0,232,0,122,347541,596889,0
32108_242,False,0,0,0,0,0,250,0,267,348451,595816,0
32108_243,False,38,0,0,0,0,259,0,198,350099,594190,0
32108_244,False,137,0,0,0,0,273,0,24,351584,592766,0
32108_245,False,168,0,0,0,0,282,0,19,352642,591673,0
32108_246,False,156,0,0,0,0,290,0,18,354477,589843,0
32108_247,False,281,0,0,0,0,208,0,31,355583,588681,0
32108_248,False,374,0,0,0,0,191,0,56,356564,587599,0
32108_249,False,329,0,0,0,0,185,0,80,357219,586971,0
32108_250,False,449,0,0,0,0,173,0,20,358320,585822,0
32108_251,False,318,0,0,0,0,154,0,28,359648,584636,0
32108_252,False,300,0,0,0,0,154,0,53,361143,583134,0
32108_253,False,246,0,0,0,0,137,0,210,362195,581996,0
32108_254,False,267,0,0,0,0,111,0,86,363071,581249,0
32108_255,False,148,0,0,0,0,51,0,81,364819,579685,0
32108_256,False,11,0,0,0,0,12,0,103,366187,578471,0
32108_257,False,66,0,0,0,0,0,0,0,367443,577275,0
32108_258,False,11,0,0,0,0,0,0,19,368807,575947,0
32108_259,False,0,0,0,0,0,0,0,26,369827,574931,0
32108_260,False,0,0,0,0,0,0,0,93,370910,573781,0
32108_261,False,0,0,0,0,0,0,0,71,372158,572555,0
32108_262,False,14,0,0,0,0,0,0,48,373287,571435,0
32108_263,False,0,0,0,0,0,0,0,0,374287,570497,0
32108_264,False,0,0,0,0,0,0,0,17,375388,569379,0
32108_265,False,11,0,0,0,0,0,0,79,376921,567773,0
32108_266,False,58,0,0,0,0,0,0,34,378398,566294,0
32108_267,False,0,0,0,0,0,34,0,84,379245,565421,0
32108_268,False,0,0,0,0,0,0,0,130,380020,564634,0
32108_269,False,0,0,0,0,0,0,0,411,380985,563388,0
32108_270,False,107,0,0,0,0,5,0,16,382508,562148,0
32108_271,False,0,0,0,0,0,0,0,49,383508,561227,0
32108_272,False,8,0,0,0,0,36,0,54,384857,559829,0
32108_273,False,0,0,0,0,0,0,0,66,385746,558972,0
32108_274,False,21,0,0,0,0,12,0,9,386656,558086,0
32108_275,False,0,0,0,0,0,0,0,26,387503,557255,0
32108_276,False,0,0,0,0,0,0,0,65,388704,556015,0
32108_277,False,0,0,0,0,0,0,0,0,389807,554977,0
32108_278,False,0,0,0,0,0,0,0,1,390638,554145,0
32108_279,False,0,0,0,0,0,0,0,9,392096,552679,0
32108_280,False,0,0,0,0,0,0,0,50,393249,551485,0
32108_281,False,0,0,0,0,0,0,0,12,394248,550524,0
32108_282,False,45,0,0,0,0,0,0,88,395130,549521,0
32108_283,False,0,0,0,0,0,0,0,38,395840,548906,0
32108_284,False,28,0,0,0,0,0,0,27,396772,547957,0
32108_285,False,10,0,0,0,0,0,0,0,397870,546904,0
32108_286,False,14,0,0,0,0,0,0,5,399030,545735,0
32108_287,False,103,0,0,0,0,0,0,0,400480,544201,0
32108_288,False,155,0,0,0,0,0,0,7,401397,543225,0
32108_289,False,0,0,0,0,0,0,0,20,401993,542771,0
32108_290,False,1,0,0,0,0,0,0,74,402879,541830,0
32108_291,False,29,0,0,0,0,0,0,71,403648,541036,0
32108_292,False,0,0,0,0,0,0,0,31,405531,539222,0
32108_293,False,0,0,0,0,0,0,0,0,406585,538199,0
32108_294,False,0,0,0,0,0,0,0,0,406840,537944,0
32108_295,False,49,0,0,0,0,0,0,28,408095,536612,0
32108_296,False,46,0,0,0,0,0,0,21,409259,535458,0
32108_297,False,0,0,0,0,0,0,0,38,410122,534624,0
32108_298,False,0,0,0,0,0,0,0,152,411836,532796,0
32108_299,False,62,0,0,0,0,0,0,158,412887,531677,0
32108_300,False,71,0,0,0,0,0,0,12,413703,530998,0
32108_301,False,2,0,0,0,0,0,0,205,414012,530565,0
32108_302,False,0,0,0,0,0,0,0,66,415179,529539,0
32108_303,False,127,0,0,0,0,0,0,467,415260,528930,0
32108_304,False,23,0,0,0,0,0,0,283,416744,527734,0
32108_305,False,52,0,0,0,0,0,0,40,418219,526473,0
32108_306,False,60,0,0,0,0,0,0,105,418936,525683,0
32108_307,False,0,0,0,0,0,0,0,10,419642,525132,0
32108_308,False,0,0,0,0,0,0,0,627,420139,524018,0
32108_309,False,21,0,0,0,0,86,0,344,421147,523186,0
32108_310,False,35,0,0,0,0,0,0,55,422854,521840,0
32108_311,False,31,0,0,0,0,0,0,71,423443,521239,0
32108_312,False,31,0,0,0,0,0,0,1228,423570,519955,0
32108_313,False,118,0,0,0,0,0,0,871,425028,518767,0
32108_314,False,21,0,0,0,0,0,0,1233,424934,518596,0
32108_315,False,209,0,0,0,0,51,0,86,427304,517134,0
32108_316,False,34,0,0,0,0,123,0,1080,426858,516689,0
32108_317,False,2,0,0,0,0,30,0,635,428405,515712,0
